codigo_cnv,id_detalle_cnv,denominacion_cnv,verificado_por,curado_en
779,63730,CONSULTATIO RETORNO ABSOLUTO F.C.I,nombre,2026-08-23
78,63246,PIONERO RENTA,nombre,2026-08-23
780,63731,CONSULTATIO ESTRATEGIA F.C.I.,nombre,2026-08-23
781,63732,CONSULTATIO RENTA Y CAPITAL F.C.I.,nombre,2026-08-23
784,63743,Gainvest Pesos,nombre,2026-08-23
785,63754,CONSULTATIO RENTA PESOS FCI,nombre,2026-08-23
787,63747,IAM FCI Abierto PYMES,nombre,2026-08-23
788,63748,Optimum Global Opportunity FCI,nombre,2026-08-23
789,63749,Optimum Multi Asset Fund FCI,nombre,2026-08-23
794,63769,MAF AHORRO PLUS,nombre,2026-08-23
795,63752,CMA Performance Fondo Común de Inversión,nombre,2026-08-23
797,63770,Premier Inversión,nombre,2026-08-23
798,63763,PIONERO RENTA MIXTA I,nombre,2026-08-23
800,63765,PIONERO RENTA AHORRO PLUS,nombre,2026-08-23
802,63771,FIMA MIX I,nombre,2026-08-23
805,63762,MEGAQM ACCIONES LATAM,nombre,2026-08-23
807,63777,Adcap Balanceado VI,nombre,2026-08-23
808,63775,IAM Renta Mixta FCI,nombre,2026-08-23
809,63776,IAM Renta Capital FCI,nombre,2026-08-23
811,63806,MAF Estrategia FCI,nombre,2026-08-23
812,63778,GSS RETORNO TOTAL FCI,nombre,2026-08-23
813,63779,GSS COBERTURA FCI,nombre,2026-08-23
814,63783,GSS RENTA FIJA ARGENTINA FCI,nombre,2026-08-23
815,63773,DELTA GESTIÓN V,nombre,2026-08-23
816,63774,DELTA GESTIÓN VI,nombre,2026-08-23
817,63794,CONSULTATIO GLOBAL FCI,nombre,2026-08-23
818,63795,CONSULTATIO RETORNO TOTAL FCI,nombre,2026-08-23
819,81096,Cima Renta Variable F.C.I.,nombre,2026-08-23
820,63799,ARGENFUNDS Renta Balanceada F.C.I.,nombre,2026-08-23
821,63800,ARGENFUNDS Renta Mixta F.C.I.,nombre,2026-08-23
822,63801,ARGENFUNDS Renta Total F.C.I.,nombre,2026-08-23
823,63802,ARGENFUNDS Renta Global F.C.I.,nombre,2026-08-23
824,63803,ARGENFUNDS Renta Flexible F.C.I.,nombre,2026-08-23
825,63804,ARGENFUNDS Renta Dinamica F.C.I.,nombre,2026-08-23
829,63814,FBA RENTA MIXTA Fondo Común de Inversión,nombre,2026-08-23
830,63815,FBA GESTIÓN I,nombre,2026-08-23
831,63784,Schroder Retorno Total Fondo Común de Inversión,nombre,2026-08-23
832,63785,Schroder Multiactivos Fondo Común de Inversión,nombre,2026-08-23
833,63786,Schroder Balanceado Fondo Común de Inversión,nombre,2026-08-23
834,63790,Gainvest Capital II,nombre,2026-08-23
835,63791,Gainvest Capital III,nombre,2026-08-23
836,63792,Gainvest Crecimiento II,nombre,2026-08-23
837,63793,Gainvest Crecimiento III,nombre,2026-08-23
838,63807,HF RETORNO TOTAL,nombre,2026-08-23
842,63796,PIONERO AHORRO DOLARES,nombre,2026-08-23
843,63797,PIONERO RENTA FIJA DOLARES,nombre,2026-08-23
845,63838,MAF GESTIÓN ACTIVA,nombre,2026-08-23
847,63819,SBS PATRIMONIO IV FCI,nombre,2026-08-23
848,63833,SBS PATRIMONIO FCI,nombre,2026-08-23
849,63805,DELTA RENTA DÓLARES,nombre,2026-08-23
851,63813,ST Retorno Total Dólares FCI,nombre,2026-08-23
855,63816,ALLARIA RENTA MIXTA DOLARES FCI,nombre,2026-08-23
857,63821,Premier Estratégico,nombre,2026-08-23
859,63823,Premier Renta Mixta,nombre,2026-08-23
860,63820,Premier Renta Mixta en Dólares,nombre,2026-08-23
861,63826,Integrae Acciones,nombre,2026-08-23
863,63828,Integrae Renta Fija,nombre,2026-08-23
864,63844,GSS ENERGIA FCI,nombre,2026-08-23
865,63832,SBS DÓLAR PLUS LEY 27.260 FCI,nombre,2026-08-23
866,63831,ALYCBUR RENTA DOLAR,nombre,2026-08-23
878,63835,CMA RENTA DOLAR,nombre,2026-08-23
883,63837,CONSULTATIO LIQUIDEZ DÓLAR,nombre,2026-08-23
884,81097,Cima Renta Dólares Corto Plazo FCI,nombre,2026-08-23
889,63850,MEGAQM CORPORATIVO DOLARES,nombre,2026-08-23
890,63862,LOMBARD RENTA FIJA EN DOLARES F.C.I.,nombre,2026-08-23
895,63923,MEGAQM LIQUIDEZ DÓLAR,nombre,2026-08-23
896,63851,SBS RENTA PATRIMONIO FCI,nombre,2026-08-23
897,63852,SBS MULTIACTIVOS FCI,nombre,2026-08-23
898,63856,TORONTO TRUST LIQUIDEZ DOLAR FCI,nombre,2026-08-23
899,63860,FIRST RENTA AGRO FCIC LEY 27.260,nombre,2026-08-23
903,63878,ARGENFUNDS Renta Capital FCI,nombre,2026-08-23
904,63879,ARGENFUNDS Renta Crecimiento FCI,nombre,2026-08-23
906,63941,MEGAQM RENTA FIJA LATAM,nombre,2026-08-23
908,63869,Balanz Capital Renta Fija en Dolares,nombre,2026-08-23
912,63894,Schroder Retorno Total Dos F.C.I.,nombre,2026-08-23
913,63892,TORONTO TRUST ARGENTINA 2021 F.C.I.,nombre,2026-08-23
914,63870,IAM Renta Dólares FCI,nombre,2026-08-23
915,63858,FIRST RENTA PESOS FCI,nombre,2026-08-23
916,63859,FIRST RENTA DOLARES FCI,nombre,2026-08-23
917,63885,Gainvest Estrategia I,nombre,2026-08-23
918,63886,Gainvest Estrategia II,nombre,2026-08-23
919,63887,Gainvest Estrategia III,nombre,2026-08-23
920,63888,Gainvest Global I,nombre,2026-08-23
921,63889,Gainvest Global II,nombre,2026-08-23
922,63890,Gainvest Global III,nombre,2026-08-23
923,63893,MEGAQM RETORNO ABSOLUTO,nombre,2026-08-23
926,63867,FCIC Inmobiliario Al Río Ley 27.260,nombre,2026-08-23
931,63884,ALLARIA DÓLAR LATAM FCI,nombre,2026-08-23
933,63872,FBA HORIZONTE PLUS Fondo Común de Inversión,nombre,2026-08-23
942,63880,DRACMA BALANCEADO,nombre,2026-08-23
944,63882,Adcap Renta Dolar,nombre,2026-08-23
947,63912,PELLEGRINI RENTA DOLARES,nombre,2026-08-23
948,63913,PELLEGRINI RENTA PUBLICA FEDERAL F.C.I,nombre,2026-08-23
949,63924,MEGAQM GESTIÓN DÓLARES I,nombre,2026-08-23
951,63926,MegaQM Provincial,nombre,2026-08-23
954,81670,IAM Renta Balanceada FCI,nombre,2026-08-23
955,63933,IAM Estrategia FCI,nombre,2026-08-23
958,63898,Galileo Estrategia FCI,nombre,2026-08-23
959,63897,Galileo Income FCI,nombre,2026-08-23
961,63917,Adcap Balanceado XIII,nombre,2026-08-23
962,63902,Delta Gestion VII,nombre,2026-08-23
963,63903,Delta Retorno Real,nombre,2026-08-23
964,63900,MEGAQM ESTRATEGIA 9,nombre,2026-08-23
965,63915,TORONTO TRUST RETORNO TOTAL FCI,nombre,2026-08-23
966,63914,TORONTO TRUST CRECIMIENTO FCI,nombre,2026-08-23
968,63905,CONSULTATIO ARBITRAJE FCI,nombre,2026-08-23
969,63906,CONSULTATIO MULTIESTRATEGIA FCI,nombre,2026-08-23
970,63907,CONSULTATIO RENTA DOLARES FCI,nombre,2026-08-23
971,63908,CONSULTATIO TACTICO FCI,nombre,2026-08-23
973,63922,1822 RAICES DOLARES PLUS,nombre,2026-08-23
974,63918,1810 MÁS AHORRO,nombre,2026-08-23
975,63919,1810 RENTA FIJA ARGENTINA,nombre,2026-08-23
978,63930,FBA RETORNO TOTAL I Fondo Común de Inversión,nombre,2026-08-23
980,63936,ALLARIA ESTRATÉGICO FCI,nombre,2026-08-23
981,63935,ALLARIA ESTRUCTURADO FCI,nombre,2026-08-23
982,63920,Fundcorp Performance,nombre,2026-08-23
983,63921,Fundcorp Performance Plus,nombre,2026-08-23
984,63942,LOMBARD AHORRO PLUS F.C.I.,nombre,2026-08-23
985,81222,ALLARIA DOLAR GLOBAL FCI,nombre,2026-08-23
986,63945,SMSV Renta en Dólares FCI,nombre,2026-08-23
987,63946,CONSULTATIO SMSV RENTA EN PESOS FCI,nombre,2026-08-23
988,63947,CONSULTATIO GESTIÓN IX FCI,nombre,2026-08-23
991,63951,GNNW SBS FCIC GANADERO W86,nombre,2026-08-23
993,63960,CMA ACCIONES,nombre,2026-08-23
996,63975,Delta Patrimonio I,nombre,2026-08-23
997,81066,Delta Renta Dolares Plus,nombre,2026-08-23
998,63973,Delta Multimercado II,nombre,2026-08-23
